month,duration,previous,poutcome,emp.var.rate,euribor3m,nr.employed,price
-0.10381529210934061,0.2354634954347145,0.0,0.0,0.8388148160901723,0.7711957766766755,0.843412541023715,0
-0.5154276804196053,-0.3242088616843131,0.0,0.0,0.8388148160901723,0.7164134498665394,0.843412541023715,0
0.3077970962009241,-0.7128702207947489,0.0,0.0,0.8388148160901723,0.7735024009634183,0.843412541023715,0
-0.92704006872987,-0.547041374240963,0.0,0.0,0.6476827577301744,0.7141068255797971,0.3307929431792468,0
-0.92704006872987,0.9195074874690816,0.0,0.0,-1.1999271397498068,-1.343978694266266,-0.9390113975729358,0
-0.92704006872987,-0.15319786367572133,0.0,0.0,-1.1999271397498068,-1.3076493617500704,-0.9390113975729358,0
-0.92704006872987,1.8419304464245159,0.0,0.0,0.6476827577301744,0.7123768573647401,0.3307929431792468,0
-0.92704006872987,0.6396713089095678,0.0,0.0,0.6476827577301744,0.7123768573647401,0.3307929431792468,0
-0.10381529210934061,-0.3345731645939247,0.0,0.0,0.8388148160901723,0.7729257448917325,0.843412541023715,0
1.9542466494419828,1.0283326680200036,0.0,0.0,-1.1999271397498068,-1.201544644559912,-0.9390113975729358,0
0.3077970962009241,-0.38639467914198283,0.0,0.0,0.8388148160901723,0.7735024009634183,0.843412541023715,0
-0.5154276804196053,0.8728681243758293,0.0,0.0,0.8388148160901723,0.7164134498665394,0.843412541023715,0
-0.92704006872987,-0.3293910131391189,0.0,0.0,0.6476827577301744,0.7135301695081113,0.3307929431792468,0
0.3077970962009241,0.19918843525107383,0.0,0.0,-1.1362164536298074,-1.5700278743670384,-2.4243646797368115,1
2.3658590377522475,-0.6714130091563024,0.0,0.0,-1.1999271397498068,-1.2782399020941027,-0.9390113975729358,0
1.9542466494419828,0.9868754563815572,0.0,0.0,-1.1999271397498068,-1.7113086119300212,-2.188089878574007,0
0.7194094845111888,0.1525490721578215,0.0,0.0,-2.2192981176697963,-1.6674827504819123,-2.066498168034078,1
-0.10381529210934061,-0.873516915893729,0.0,0.0,0.8388148160901723,0.7729257448917325,0.843412541023715,0
-0.10381529210934061,-0.8165132498908652,0.0,0.0,0.8388148160901723,0.7763856813218465,0.843412541023715,0
-0.92704006872987,-0.31384455877470147,0.0,0.0,0.6476827577301744,0.7118002012930543,0.3307929431792468,0
-0.92704006872987,-0.6092271916986327,0.0,0.0,-1.1999271397498068,-1.3560884717716646,-0.9390113975729358,0
-0.5154276804196053,-0.9927063993542627,0.0,0.0,0.8388148160901723,0.7175667620099107,0.843412541023715,0
-0.10381529210934061,-0.6144093431534385,0.0,0.0,0.8388148160901723,0.7723490888200472,0.843412541023715,0
-0.10381529210934061,-0.4589447995092642,0.0,0.0,0.8388148160901723,0.7723490888200472,0.843412541023715,0
0.3077970962009241,-0.10655850058246903,0.0,0.0,0.8388148160901723,0.7735024009634183,0.843412541023715,0
1.1310218728214536,0.20955273816068545,0.0,0.0,-0.7539523369098113,-1.4956392411195902,-2.811247395091123,1
-0.92704006872987,0.17327767797704477,0.0,0.0,0.6476827577301744,0.7123768573647401,0.3307929431792468,0
-0.92704006872987,-0.31384455877470147,0.0,0.0,-1.1999271397498068,-1.3312922606891817,-0.9390113975729358,0
0.3077970962009241,-0.28793380150067244,0.0,0.0,-1.9007446870697995,-1.578677715442323,-1.255426189773434,1
0.3077970962009241,-0.40194113350640026,0.0,0.0,-1.9007446870697995,-1.5792543715140086,-1.255426189773434,0
1.1310218728214536,1.012786213655586,0.0,0.0,-0.11684547570981786,0.28738133253242054,0.3971156943828456,0
2.3658590377522475,1.3651725125823813,0.0,0.0,-1.1999271397498068,-1.3013061449615284,-0.9390113975729358,1
1.9542466494419828,-0.7491452809783896,0.0,0.0,-1.1999271397498068,-1.1294626355992063,-0.9390113975729358,0
-0.10381529210934061,1.650190842596701,0.0,0.0,0.8388148160901723,0.7717724327483613,0.843412541023715,0
-0.92704006872987,0.5412104312682574,0.0,0.0,-1.1999271397498068,-1.358395096058407,-0.9390113975729358,1
-0.92704006872987,-0.381212527687177,0.0,0.0,-1.1999271397498068,-1.371081529635491,-0.9390113975729358,0
-0.5154276804196053,-0.19983722676897364,0.0,0.0,0.8388148160901723,0.7175667620099107,0.843412541023715,0
-0.92704006872987,1.0231505165651977,0.0,0.0,-1.1999271397498068,-1.3191824831837833,-0.9390113975729358,0
-0.92704006872987,-0.2827516500458666,0.0,0.0,0.6476827577301744,0.711223545221369,0.3307929431792468,0
-0.92704006872987,-0.9719777935350394,0.0,0.0,-1.1999271397498068,-1.3676215932053775,-0.9390113975729358,0
-0.92704006872987,2.002577141523496,0.0,0.0,0.6476827577301744,0.7135301695081113,0.3307929431792468,0
1.9542466494419828,-0.8476061586197,0.0,0.0,-1.1999271397498068,-1.2055812370617114,-0.9390113975729358,0
1.1310218728214536,0.0955454061549576,0.0,0.0,-0.11684547570981786,0.26200846537825195,0.3971156943828456,0
1.1310218728214536,-0.7802381897072245,0.0,0.0,-0.11684547570981786,0.3064109828980465,0.3971156943828456,0
-0.5154276804196053,2.655528224829028,0.0,0.0,0.8388148160901723,0.7711957766766755,0.843412541023715,0
-0.10381529210934061,1.2770759378506826,0.0,0.0,0.8388148160901723,0.7735024009634183,0.843412541023715,0
-0.92704006872987,0.7795893981893247,0.0,0.0,0.6476827577301744,0.7141068255797971,0.3307929431792468,0
-0.5154276804196053,-0.3345731645939247,0.0,0.0,0.8388148160901723,0.7169901059382253,0.843412541023715,0
-0.5154276804196053,-0.39675898205159443,0.0,0.0,0.8388148160901723,0.7758090252501606,0.843412541023715,0
-0.10381529210934061,-0.28793380150067244,0.0,0.0,0.8388148160901723,0.7735024009634183,0.843412541023715,0
0.3077970962009241,-0.42785189078042934,0.0,0.0,0.8388148160901723,0.7752323691784753,0.843412541023715,0
-0.5154276804196053,-0.9097919760773697,0.0,0.0,0.8388148160901723,0.7164134498665394,0.843412541023715,0
0.3077970962009241,0.5204818254490341,0.0,0.0,-1.1362164536298074,-1.570604530438724,-2.4243646797368115,1
-0.92704006872987,0.68631067200282,0.0,0.0,0.6476827577301744,0.7129535134364254,0.3307929431792468,0
0.3077970962009241,-0.2931159529554782,0.0,0.0,0.8388148160901723,0.7740790570351042,0.843412541023715,0
-0.5154276804196053,-0.17910862094975039,0.0,0.0,-1.9007446870697995,-1.358395096058407,-1.255426189773434,0
2.3658590377522475,0.8521395185566061,0.0,0.0,-1.1999271397498068,-1.2724733413772462,-0.9390113975729358,1
0.3077970962009241,1.5258192076813615,0.0,0.0,0.8388148160901723,0.7740790570351042,0.843412541023715,0
-0.92704006872987,1.924844869701409,0.0,0.0,-1.1999271397498068,-1.3312922606891817,-0.9390113975729358,0
1.1310218728214536,0.960964699107528,0.0,0.0,-0.11684547570981786,0.28738133253242054,0.3971156943828456,0
-0.92704006872987,-0.8631526129841175,0.0,0.0,0.6476827577301744,0.7141068255797971,0.3307929431792468,0
0.3077970962009241,-0.049554834579605106,0.0,0.0,0.8388148160901723,0.7752323691784753,0.843412541023715,0
-0.10381529210934061,-0.598862888789021,0.0,0.0,0.8388148160901723,0.7735024009634183,0.843412541023715,0
-0.5154276804196053,-0.598862888789021,0.0,0.0,-1.9007446870697995,-1.3618550324885208,-1.255426189773434,0
2.3658590377522475,0.8521395185566061,0.0,0.0,-1.1999271397498068,-1.255173659226677,-0.9390113975729358,0
-0.92704006872987,-0.795784644071642,0.0,0.0,-1.1999271397498068,-1.343978694266266,-0.9390113975729358,0
